Time,MD5,Controller,Blah,Blah,quantifier,prior,qudbias,item,sentence,startvalue,endvalue,rating
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,50,0,EveryNot,Some,NoneBias,14, Roy has been invited to<b> some but not all </b>of the Major League Gaming tournaments,0.00,100.00,23.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,50,0,EveryNot,Some,NoneBias,14, Roy has been invited to<b> some but not all </b>of the Major League Gaming tournaments,0.00,100.00,49.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,50,0,EveryNot,Some,NoneBias,14, Roy has been invited to<b> all </b>of the Major League Gaming tournaments,0.00,100.00,5.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,41,0,EveryNot,Some,NoneBias,11,The sellers didn't close <b> any </b>of the sales,0.00,100.00,10.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,41,0,EveryNot,Some,NoneBias,11,The sellers closed <b> some but not all </b>of the sales,0.00,100.00,78.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,41,0,EveryNot,Some,NoneBias,11,The sellers closed <b> all </b>of the sales,0.00,100.00,10.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,51,0,EveryNot,Some,HowManyBias,15,<b> All </b> of Barney's submissions have been published,0.00,100.00,1.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,51,0,EveryNot,Some,HowManyBias,15,<b> None </b> of Barney's submissions have been published,0.00,100.00,1.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,51,0,EveryNot,Some,HowManyBias,15,<b> Some but not all </b> of Barney's submissions have been published,0.00,100.00,67.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,51,0,EveryNot,Some,HowManyBias,15,<b> Some but not all </b> of Barney's submissions have been published,0.00,100.00,75.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,59,0,EveryNot,None,NoneBias,17, Jack didn't solve <b> any </b>of the cases,0.00,100.00,35.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,59,0,EveryNot,None,NoneBias,17, Jack solved <b> some but not all </b>of the cases,0.00,100.00,73.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,59,0,EveryNot,None,NoneBias,17, Jack solved <b> some but not all </b>of the cases,0.00,100.00,61.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,59,0,EveryNot,None,NoneBias,17, Jack solved <b> all </b>of the cases,0.00,100.00,2.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,60,0,EveryNot,None,HowManyBias,18,<b> All </b> of the sheep will be sold,0.00,100.00,2.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,60,0,EveryNot,None,HowManyBias,18,<b> None </b> of the sheep will be sold,0.00,100.00,42.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,60,0,EveryNot,None,HowManyBias,18,<b> Some but not all </b> of the sheep will be sold,0.00,100.00,62.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,68,0,EveryNot,None,NoneBias,20, Helena didn't win<b> any </b>of the medals,0.00,100.00,29.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,68,0,EveryNot,None,NoneBias,20, Helena won<b> some but not all </b>of the medals,0.00,100.00,61.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,68,0,EveryNot,None,NoneBias,20, Helena won<b> all </b>of the medals,0.00,100.00,6.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,24,0,EveryNot,All,HowManyBias,6,<b> All </b> of the new songs have been demoed,0.00,100.00,2.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,24,0,EveryNot,All,HowManyBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,20.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,24,0,EveryNot,All,HowManyBias,6,<b> Some but not all </b> of the new songs have been demoed,0.00,100.00,76.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,15,0,EveryNot,All,HowManyBias,3, Rachel graded <b> all </b>of the student essays,0.00,100.00,2.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,15,0,EveryNot,All,HowManyBias,3, Rachel didn't grade <b> any </b>of the student essays,0.00,100.00,18.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,15,0,EveryNot,All,HowManyBias,3, Rachel graded <b> some but not all </b>of the student essays,0.00,100.00,75.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,32,0,EveryNot,All,NoneBias,8,<b> None </b> of the guests were dressed properly,0.00,100.00,9.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,32,0,EveryNot,All,NoneBias,8,<b> Some but not all </b> of the guests were dressed properly,0.00,100.00,80.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,32,0,EveryNot,All,NoneBias,8,<b> All </b> of the guests were dressed properly,0.00,100.00,3.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,64,0,EveryNot,None,AllBias,19,Bill broke<b> some but not all </b>of the records in the end,0.00,100.00,57.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,64,0,EveryNot,None,AllBias,19,Bill broke<b> all </b>of the records in the end,0.00,100.00,1.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,64,0,EveryNot,None,AllBias,19,Bill didn't break<b> any </b>of the records in the end,0.00,100.00,33.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,46,0,EveryNot,Some,AllBias,13,<b> Some but not all </b> of the books have been cataloged,0.00,100.00,62.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,46,0,EveryNot,Some,AllBias,13,<b> All </b> of the books have been cataloged,0.00,100.00,5.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,46,0,EveryNot,Some,AllBias,13,<b> None </b> of the books have been cataloged,0.00,100.00,30.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,77,0,EveryNot,None,NoneBias,23,<b> None </b> of the operations were successful,0.00,100.00,20.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,77,0,EveryNot,None,NoneBias,23,<b> Some but not all </b> of the operations were successful,0.00,100.00,70.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,77,0,EveryNot,None,NoneBias,23,<b> All </b> of the operations were successful,0.00,100.00,8.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,23,0,EveryNot,All,NoneBias,5, Paula hasn't opened <b> any </b>of the boxes,0.00,100.00,19.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,23,0,EveryNot,All,NoneBias,5, Paula has opened <b> some but not all </b>of the boxes,0.00,100.00,72.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,23,0,EveryNot,All,NoneBias,5, Paula has opened <b> all </b>of the boxes,0.00,100.00,3.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,73,0,EveryNot,None,AllBias,22,<b> Some but not all </b> of the investments paid off,0.00,100.00,62.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,73,0,EveryNot,None,AllBias,22,<b> All </b> of the investments paid off,0.00,100.00,3.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,73,0,EveryNot,None,AllBias,22,<b> None </b> of the investments paid off,0.00,100.00,24.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,10,0,EveryNot,All,AllBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0.00,100.00,79.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,10,0,EveryNot,All,AllBias,1,<b> All </b> of the kindergartners got on the bus,0.00,100.00,1.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,10,0,EveryNot,All,AllBias,1,<b> None </b> of the kindergartners got on the bus,0.00,100.00,3.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,14,0,EveryNot,All,NoneBias,2,<b> None </b> of the six deer survived,0.00,100.00,3.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,14,0,EveryNot,All,NoneBias,2,<b> Some but not all </b> of the six deer survived,0.00,100.00,74.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,14,0,EveryNot,All,NoneBias,2,<b> All </b> of the six deer survived,0.00,100.00,6.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,42,0,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> all </b>of the booths so far,0.00,100.00,1.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,42,0,EveryNot,Some,HowManyBias,12,Sue and Marc haven't visited<b> any </b>of the booths so far,0.00,100.00,10.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,42,0,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> some but not all </b>of the booths so far,0.00,100.00,72.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,42,0,EveryNot,Some,HowManyBias,12,Sue and Marc have visited<b> some but not all </b>of the booths so far,0.00,100.00,87.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,19,0,EveryNot,All,AllBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,78.83
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,19,0,EveryNot,All,AllBias,4, The couple has written <b> all </b>of the wedding invitations,0.00,100.00,0.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,19,0,EveryNot,All,AllBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,17.17
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,78,0,EveryNot,None,HowManyBias,24,<b> All </b> of the appointments will have to be cancelled,0.00,100.00,2.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,78,0,EveryNot,None,HowManyBias,24,<b> None </b> of the appointments will have to be cancelled,0.00,100.00,8.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,78,0,EveryNot,None,HowManyBias,24,<b> None </b> of the appointments will have to be cancelled,0.00,100.00,25.50
1568301597,937f23df9d5c1516a692c889d2208ea5,MultiSlider,78,0,EveryNot,None,HowManyBias,24,<b> Some but not all </b> of the appointments will have to be cancelled,0.00,100.00,71.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,12.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,24.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,25.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,24.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,28.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,11.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,57.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,63.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,70.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,68.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> some but not all </b>of the wedding invitations,0.00,100.00,86.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple has written <b> all </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,0.00
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,66.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,60.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,73.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,18,0,EveryNot,All,HowManyBias,4, The couple hasn't written <b> any </b>of the wedding invitations,0.00,100.00,58.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,76,0,EveryNot,None,AllBias,23,<b> None </b> of the operations were successful,0.00,100.00,5.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,76,0,EveryNot,None,AllBias,23,<b> Some but not all </b> of the operations were successful,0.00,100.00,89.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,76,0,EveryNot,None,AllBias,23,<b> All </b> of the operations were successful,0.00,100.00,71.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,44,0,EveryNot,Some,NoneBias,12,Sue and Marc have visited<b> all </b>of the booths so far,0.00,100.00,2.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,44,0,EveryNot,Some,NoneBias,12,Sue and Marc haven't visited<b> any </b>of the booths so far,0.00,100.00,60.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,44,0,EveryNot,Some,NoneBias,12,Sue and Marc have visited<b> some but not all </b>of the booths so far,0.00,100.00,90.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,44,0,EveryNot,Some,NoneBias,12,Sue and Marc have visited<b> some but not all </b>of the booths so far,0.00,100.00,99.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,54,0,EveryNot,Some,HowManyBias,16,<b> Some but not all </b> of the employees will be fired,0.00,100.00,97.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,54,0,EveryNot,Some,HowManyBias,16,<b> All </b> of the employees will be fired,0.00,100.00,3.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,54,0,EveryNot,Some,HowManyBias,16,<b> None </b> of the employees will be fired,0.00,100.00,8.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,54,0,EveryNot,Some,HowManyBias,16,<b> None </b> of the employees will be fired,0.00,100.00,19.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,67,0,EveryNot,None,AllBias,20, Helena didn't win<b> any </b>of the medals,0.00,100.00,67.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,67,0,EveryNot,None,AllBias,20, Helena won<b> some but not all </b>of the medals,0.00,100.00,96.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,67,0,EveryNot,None,AllBias,20, Helena won<b> all </b>of the medals,0.00,100.00,4.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,45,0,EveryNot,Some,HowManyBias,13,<b> Some but not all </b> of the books have been cataloged,0.00,100.00,75.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,45,0,EveryNot,Some,HowManyBias,13,<b> All </b> of the books have been cataloged,0.00,100.00,5.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,45,0,EveryNot,Some,HowManyBias,13,<b> None </b> of the books have been cataloged,0.00,100.00,77.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0.00,100.00,69.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0.00,100.00,88.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0.00,100.00,79.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0.00,100.00,97.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> Some but not all </b> of the six deer survived,0.00,100.00,70.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> Some but not all </b> of the six deer survived,0.00,100.00,85.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> Some but not all </b> of the six deer survived,0.00,100.00,77.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,13,0,EveryNot,All,AllBias,2,<b> All </b> of the six deer survived,0.00,100.00,3.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,72,0,EveryNot,None,HowManyBias,22,<b> Some but not all </b> of the investments paid off,0.00,100.00,77.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,72,0,EveryNot,None,HowManyBias,22,<b> All </b> of the investments paid off,0.00,100.00,1.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,72,0,EveryNot,None,HowManyBias,22,<b> None </b> of the investments paid off,0.00,100.00,95.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,9,0,EveryNot,All,HowManyBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0.00,100.00,73.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,9,0,EveryNot,All,HowManyBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0.00,100.00,90.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,9,0,EveryNot,All,HowManyBias,1,<b> All </b> of the kindergartners got on the bus,0.00,100.00,4.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,9,0,EveryNot,All,HowManyBias,1,<b> None </b> of the kindergartners got on the bus,0.00,100.00,32.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,9,0,EveryNot,All,HowManyBias,1,<b> None </b> of the kindergartners got on the bus,0.00,100.00,19.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,71,0,EveryNot,None,NoneBias,21, Julia failed<b> all </b>of the classes,0.00,100.00,1.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,71,0,EveryNot,None,NoneBias,21, Julia didn't fail<b> any </b>of the classes,0.00,100.00,1.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,71,0,EveryNot,None,NoneBias,21, Julia didn't fail<b> any </b>of the classes,0.00,100.00,29.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,71,0,EveryNot,None,NoneBias,21, Julia failed<b> some but not all </b>of the classes,0.00,100.00,89.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> All </b> of the new songs have been demoed,0.00,100.00,1.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,6.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,0.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,50.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,69.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0.00,100.00,80.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,26,0,EveryNot,All,NoneBias,6,<b> Some but not all </b> of the new songs have been demoed,0.00,100.00,97.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,31,0,EveryNot,All,AllBias,8,<b> None </b> of the guests were dressed properly,0.00,100.00,95.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,31,0,EveryNot,All,AllBias,8,<b> Some but not all </b> of the guests were dressed properly,0.00,100.00,1.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,31,0,EveryNot,All,AllBias,8,<b> All </b> of the guests were dressed properly,0.00,100.00,0.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,58,0,EveryNot,None,AllBias,17, Jack didn't solve <b> any </b>of the cases,0.00,100.00,73.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,58,0,EveryNot,None,AllBias,17, Jack solved <b> some but not all </b>of the cases,0.00,100.00,77.50
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,58,0,EveryNot,None,AllBias,17, Jack solved <b> all </b>of the cases,0.00,100.00,76.83
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,58,0,EveryNot,None,AllBias,17, Jack solved <b> all </b>of the cases,0.00,100.00,6.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,58,0,EveryNot,None,AllBias,17, Jack solved <b> all </b>of the cases,0.00,100.00,0.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,53,0,EveryNot,Some,NoneBias,15,<b> All </b> of Barney's submissions have been published,0.00,100.00,0.17
1568301967,9dea9da04f6743a53563054725c76ae5,MultiSlider,53,0,EveryNot,Some,NoneBias,15,<b> None </b> of Barney's submissions have been published,0.00,100.00,92.50
